fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,price
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,58.28812
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,64.58404
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,70.08068
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,64.58527
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,67.58452
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,52.49502
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,50.99592
8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,65.98494
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,57.28698
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,63.89235
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,65.78224
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,62.38656
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,62.38656
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,62.38656
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,65.78224
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,59.98608
10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,62.38374
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,62.38557
9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,62.88812
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,60.28929
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,67.58974
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,63.08248
9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,58.5841
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,70.58134
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,70.58134
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,62.18485
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,54.59028
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,61.43548
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,68.9784
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,68.9784
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,61.43548
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,61.38548
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,64.68647
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,64.28062
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,66.28458
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,56.58704
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,56.58704
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,62.48464
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,59.48542
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,55.29049
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,67.38068
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,70.4859
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,63.89577
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,67.48278
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,65.58758
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,60.4913
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,65.58758
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,68.28074
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,55.58716
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,55.58716
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,57.68494
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,53.89307
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,71.87948
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,71.87948
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,64.19214
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,49.39205
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,49.39205
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,62.98845
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,66.58074
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,61.38569
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,68.08413
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,59.38182
7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,72.3799
7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,64.29052
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,62.18572
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,65.19106
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7,68.58419
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,62.23572
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,71.4772
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,57.19028
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,62.78302
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,66.28584
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,68.77954
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,67.28317
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7,59.98257
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,59.88602
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,59.88602
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,59.88602
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,59.88602
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,61.78284
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,74.67471
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,59.3844
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,57.68485
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,56.1898
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7,60.7856
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7,66.085
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,65.6856
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,56.1865
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,61.2841
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,61.2841
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,59.89196
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,63.38122
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,63.28374
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,54.79184
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,54.79184
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7,74.70879333
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,74.87546
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7,54.98377
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,64.28191
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,59.28998
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,59.8865
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,57.43542
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,63.68452
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,70.6919
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,70.0928
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,71.2772
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,49.5961
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,71.8964
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,62.8892
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,57.8916
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,57.8916
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,77.9751
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,68.98251
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,66.18386
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,61.88353
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,71.07705
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,62.68548
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8,77.2724
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8,55.488
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8,62.28416
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,62.38257
